,Date,Time,hashtags,tagged_usernames,Text,tokens,data
0,2020-05-20,11:47:00,"['#bjp', '#rss']",['@any_morya:'],"['big', 'shame', 'bjp', 'rss', 'tried', 'divide', 'hindu', 'muslim', 'sunlight', 'heat', 'keeping', 'daily', 'ramzan', 'fasting']","['big', 'shame', 'bjp', 'rss', 'tried', 'divide', 'hindu', 'muslim', 'sunlight', 'heat', 'keeping', 'daily', 'ramzan', 'fasting']",its big shame to bjp rss who tried to divide hindu muslim  in such sunlight and heat keeping their daily ramzan fasting
1,2020-05-20,11:47:00,[],"['@milligazette:', '@muslimmirror']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']",fir against  news website according to gujarat police a day after the shahpur stonepelting a video was
2,2020-05-20,11:48:00,"['#bjp', '#gujrati', '#haridwar', '#covid__19.are']",[],"['bjp', 'govt', 'allows', '18', 'luxury', 'coaches', 'gujrati', 'pilgrims', 'haridwar', 'gujarat', 'amidst', 'covid__19.are', 'ppl']","['bjp', 'govt', 'allows', '18', 'luxury', 'coaches', 'gujrati', 'pilgrims', 'haridwar', 'gujarat', 'amidst', 'covid__19.are', 'ppl']",bjp govt allows  luxury coaches for gujrati pilgrims from haridwar to gujarat amidst covid  are the ppl of
3,2020-05-20,11:46:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],"['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']","['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']",armed bjp rss activists with police in shahpur  ahmedabad rss terrorists
4,2020-05-20,11:46:00,"['#hindurashtra', '#india', '#hindus', '#modi.']",[],"['aspirants', 'hindurashtra', 'india', 'must', 'see', 'pathetic', 'conditions', 'poor', 'hindus', 'modi', '.', 'worst']","['aspirants', 'hindurashtra', 'india', 'must', 'see', 'pathetic', 'conditions', 'poor', 'hindus', 'modi', '.', 'worst']",aspirants of hindurashtra in india must see pathetic conditions of poor hindus under modi in worst
5,2020-05-20,11:46:00,[],"['@sweposten:', '@scrapravi', '@aayeff1', '@shenaz_irani', '@mujworld', '@ranajig', '@parveenkader', '@anas_speakss', '@wuntakall', '@manojfaridabad', '@paramzee91', ""@den\\xe2\\x80\\xa6'""]",[],[],
6,2020-05-20,11:45:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],"['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']","['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']",armed bjp rss activists with police in shahpur  ahmedabad rss terrorists
7,2020-05-20,11:45:00,"['#breaking', '#update\\n#coronavirus', '#coronavirusupdate\\n#indiafightscovid19\\n\\nlook', '#covid19']",['@dextrousninja:'],"['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']","['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']",breaking update coronavirus coronavirusupdate indiafightscovid  look at d figures of covid in india states ru
8,2020-05-20,11:44:00,[],"['@milligazette:', '@muslimmirror']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']",fir against  news website according to gujarat police a day after the shahpur stonepelting a video was
9,2020-05-20,11:43:00,[],"['@milligazette:', '@muslimmirror']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']",fir against  news website according to gujarat police a day after the shahpur stonepelting a video was
10,2020-05-20,11:43:00,"['#india\\n#poverty\\n#inequality\\n#coronavirus\\n\\nuseless', '#bjp']",['@dv99999:'],"['india', 'poverty', 'inequality', 'coronavirus', 'useless', 'bjp', 'buffoons', 'r', 'busy', 'running', 'behind', 'celebrities', 'cricket', 'players', 'hindi', 'fi']","['india', 'poverty', 'inequality', 'coronavirus', 'useless', 'bjp', 'buffoons', 'r', 'busy', 'running', 'behind', 'celebrities', 'cricket', 'players', 'hindi', 'fi']",india poverty inequality coronavirus  useless bjp  buffoons r busy running behind celebrities cricket players hindi fi
11,2020-05-20,11:42:00,[],"['@milligazette:', '@muslimmirror']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']",fir against  news website according to gujarat police a day after the shahpur stonepelting a video was
12,2020-05-20,11:40:00,['#congress'],[],"['time', 'cheap', 'politics', 'difficult', 'time', 'congress', 'providing', '1000+', 'buses', 'use']","['time', 'cheap', 'politics', 'difficult', 'time', 'congress', 'providing', '1000+', 'buses', 'use']",this is not time to do cheap politics in this difficult time  congress providing  buses for the use of
13,2020-05-20,11:40:00,[],"['@milligazette:', '@muslimmirror']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']",fir against  news website according to gujarat police a day after the shahpur stonepelting a video was
14,2020-05-20,11:39:00,[],"['@milligazette:', '@muslimmirror']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']",fir against  news website according to gujarat police a day after the shahpur stonepelting a video was
15,2020-05-20,11:38:00,['#bjp'],['@hansrajmeena'],"['may', 'limit', 'reach', 'handles', 'ask', 'question', 'farzi', 'bjp', 'government', '?']","['may', 'limit', 'reach', 'handles', 'ask', 'question', 'farzi', 'bjp', 'government', '?']",or may be to limit the reach of all handles who ask question to this farzi bjp government
16,2020-05-20,11:38:00,[],"['@sweposten:', '@scrapravi', '@aayeff1', '@shenaz_irani', '@mujworld', '@ranajig', '@parveenkader', '@anas_speakss', '@wuntakall', '@manojfaridabad', '@paramzee91', ""@den\\xe2\\x80\\xa6'""]",[],[],
17,2020-05-20,11:37:00,[],"['@milligazette:', '@muslimmirror']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']",fir against  news website according to gujarat police a day after the shahpur stonepelting a video was
18,2020-05-20,11:36:00,[],"['@milligazette:', '@muslimmirror']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']",fir against  news website according to gujarat police a day after the shahpur stonepelting a video was
19,2020-05-20,11:35:00,[],['@muslimmirror'],"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']",fir against  news website according to gujarat police a day after the shahpur stonepelting a video
20,2020-05-20,11:35:00,"['#bjp', '#rajivgandhi']",['@i_theindian:'],"['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']","['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']",while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to
21,2020-05-20,11:33:00,['#bjp'],['@vipuldutt12:'],"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']",bjp is playing dirty politics what is the problem when u have buses standing in front of u and u r not running them for
22,2020-05-20,11:31:00,"['#indiaunderlockdown:', '#aicc']","['@news9tweets:', '@priyankagandhi', '@myogiadityanath']","['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses', 'ha']","['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses', 'ha']",indiaunderlockdown aicc general secy  asks  led up government to allow the buses she ha
23,2020-05-20,11:30:00,['#bjp'],['@dayanidhi_maran:'],"['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']","['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']",misogyny amp a track record of disrespecting women have become the trademark of bjp both online amp offline its now rea
24,2020-05-20,11:29:00,['#bjp'],['@vipuldutt12:'],"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']",bjp is playing dirty politics what is the problem when u have buses standing in front of u and u r not running them for
25,2020-05-20,11:28:00,"['#bjp', '#congress']",['@aditisinghinc'],"['join', 'bjp', 'sometime', '.', 'understood', 'congress', 'agenda', '.']","['join', 'bjp', 'sometime', '.', 'understood', 'congress', 'agenda', '.']",will join bjp in sometime  as she has understood congress and there agenda now 
26,2020-05-20,11:25:00,"['#indiaunderlockdown:', '#aicc']","['@news9tweets:', '@priyankagandhi', '@myogiadityanath']","['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses', 'ha']","['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses', 'ha']",indiaunderlockdown aicc general secy  asks  led up government to allow the buses she ha
27,2020-05-20,11:24:00,"['#indiaunderlockdown:', '#aicc']","['@priyankagandhi', '@myogiadityanath']","['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses']","['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses']",indiaunderlockdown aicc general secy  asks  led up government to allow the buses
28,2020-05-20,11:24:00,"['#bjp', '#indianarmy', ""#kashmir'""]",['@mirfromkashmir:'],"['looters', 'gangsters', 'aka', 'bjp', 'indianarmy', 'kashmir']","['looters', 'gangsters', 'aka', 'bjp', 'indianarmy', 'kashmir']",looters and gangsters aka bjp indianarmy in kashmir
29,2020-05-20,11:24:00,"['#aditisingh', '#bjp', '#raebareli', '#loksabha']",[],"['aditisingh', 'could', 'next', 'bjp', 'bet', 'raebareli', 'loksabha', 'seat', 'https//t.co/9iypi5eia8']","['aditisingh', 'could', 'next', 'bjp', 'bet', 'raebareli', 'loksabha', 'seat', 'https//t.co/9iypi5eia8']",aditisingh could be next bjp bet for raebareli loksabha seat httpstcoiypieia
30,2020-05-20,11:23:00,['#bjp'],['@vipuldutt12:'],"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']",bjp is playing dirty politics what is the problem when u have buses standing in front of u and u r not running them for
31,2020-05-20,11:22:00,['#bjp'],[],"['modi', 'keeping', 'eye', 'patra', 'keeping', 'eye', 'subramanium', 'swamy', '.', 'bjp']","['modi', 'keeping', 'eye', 'patra', 'keeping', 'eye', 'subramanium', 'swamy', '.', 'bjp']",modi keeping an eye on patra keeping an eye on subramanium swamy bjp
32,2020-05-20,11:22:00,"['#bjp', '#govt', '#rail', '#police', '#migrantlabourers,']",['@santanusenmp:'],"['bjp', 'govt', 'chargng', 'rail', 'fare', 'police', 'btng', 'migrantlabourers', 'sndng', 'deadbdies', 'injiured', 'frcing', 'thm', 'walk', 'miles']","['bjp', 'govt', 'chargng', 'rail', 'fare', 'police', 'btng', 'migrantlabourers', 'sndng', 'deadbdies', 'injiured', 'frcing', 'thm', 'walk', 'miles']",bjp govt chargng rail fare police btng migrantlabourers sndng deadbdies with injiured frcing thm to walk miles t
33,2020-05-20,11:20:00,['#bjp'],['@vipuldutt12:'],"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']",bjp is playing dirty politics what is the problem when u have buses standing in front of u and u r not running them for
34,2020-05-20,11:19:00,['#bjp'],['@vipuldutt12:'],"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']",bjp is playing dirty politics what is the problem when u have buses standing in front of u and u r not running them for
35,2020-05-20,11:19:00,"['#bangladesh', '#afghanistan', '#hindus\\n#pakistani', '#bjp']",['@sweposten:'],"['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept', 'wil']","['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept', 'wil']",watch out  bangladesh hindus afghanistan hindus pakistani hindus bjp cant feed his own people so dont accept you wil
36,2020-05-20,11:19:00,"['#bjp', '#congress', '#migrantworkers']",['@nathbhupendra:'],"['know', 'win', 'tussle', 'bjp', '&', 'amp', ';', 'congress', 'sure', 'migrantworkers', 'che']","['know', 'win', 'tussle', 'bjp', '&', 'amp', ';', 'congress', 'sure', 'migrantworkers', 'che']",i do not know who will win in tussle between bjp amp congress but it is for sure that the migrantworkers have been che
37,2020-05-20,11:19:00,['#bjp'],[],"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running', 'th']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running', 'th']",bjp is playing dirty politics what is the problem when u have buses standing in front of u and u r not running th
38,2020-05-20,11:18:00,"['#corona', '#bjp', '#modi\\n\\n#bjp', '#drambazzi', '#poor']",['@sweposten:'],"['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'country']","['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'country']",atleast corona ji time was a good test  bjp modi  bjp drambazzi   if he would cant fed his own poor poor country me
39,2020-05-20,11:17:00,"['#bjymcares', '#bj\\xe2\\x80\\xa6""']","['@suryaritz:', '@digvijaybjym']","['bjymcares', 'always', 'important', 'take', 'right', 'guidance', '.', 'surrounded', 'tremendous', 'leaders', 'bj']","['bjymcares', 'always', 'important', 'take', 'right', 'guidance', '.', 'surrounded', 'tremendous', 'leaders', 'bj']",bjymcares  its always important to take the right guidance you are surrounded with tremendous leaders bj
40,2020-05-20,11:17:00,"['#bjp', '#congress', '#migrantworkers']",['@nathbhupendra:'],"['know', 'win', 'tussle', 'bjp', '&', 'amp', ';', 'congress', 'sure', 'migrantworkers', 'che']","['know', 'win', 'tussle', 'bjp', '&', 'amp', ';', 'congress', 'sure', 'migrantworkers', 'che']",i do not know who will win in tussle between bjp amp congress but it is for sure that the migrantworkers have been che
41,2020-05-20,11:17:00,"['#bjp', '#maharashtra\\xe2\\x80\\xa6']",[],"['nephew', 'revolts', 'story', 'behind', 'devendra', 'fadnavis', 'ajit', 'pawars', 'oath', 'taking', 'bjp', 'maharashtra']","['nephew', 'revolts', 'story', 'behind', 'devendra', 'fadnavis', 'ajit', 'pawars', 'oath', 'taking', 'bjp', 'maharashtra']",the nephew revolts the story behind devendra fadnavis and ajit pawars oath taking bjp maharashtra
42,2020-05-20,11:16:00,"['#congress', '#bjp']","['@zeenews', '@aditisinghinc']","['congress', 'say', 'bjp', 'brought', 'pressure', '.', 'working', 'method', '.']","['congress', 'say', 'bjp', 'brought', 'pressure', '.', 'working', 'method', '.']",now congress will say that bjp has brought pressure on her its their working method
43,2020-05-20,11:16:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']",bjp has already taken bold step to welfare ews students by giving ews reservation now the time has come to provide s
44,2020-05-20,11:16:00,['#bjp'],"['@anuj_sena', '@umeshnanda85', '@officeofut', '@bskoshyari', '@authackeray']","['bjp', 'playing', 'cheap', 'politics']","['bjp', 'playing', 'cheap', 'politics']",bjp is not playing any cheap politics
45,2020-05-20,11:16:00,[],['@indianenvision:'],"['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']","['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']",we need a government who cares about the people instead of their seats in the parliament  remember democracy is of the
46,2020-05-20,11:15:00,[],[],"['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']","['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']",we need a government who cares about the people instead of their seats in the parliament  remember democracy is of
47,2020-05-20,11:14:00,['#congress\\n#bjp\\n#bjpsellingindia\\xe2\\x80\\xa6'],[],"['may', 'congress', 'definitely', 'support', 'bjp', 'never', '.', 'congress', 'bjp', 'bjpsellingindia']","['may', 'congress', 'definitely', 'support', 'bjp', 'never', '.', 'congress', 'bjp', 'bjpsellingindia']",i may not be against congress but definitely will not support bjp never  congress bjp bjpsellingindia
48,2020-05-20,11:13:00,"['#bjp', '#rajivgandhi']",['@i_theindian:'],"['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']","['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']",while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to
49,2020-05-20,11:12:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']",bjp has already taken bold step to welfare ews students by giving ews reservation now the time has come to provide s
50,2020-05-20,11:10:00,[],['@ambujspeaks:'],"['found', 'excellent', 'piece', 'cartoon', 'clearly', 'depicting', 'state', 'nation', 'today', '.', 'lowest', 'strata', 'society']","['found', 'excellent', 'piece', 'cartoon', 'clearly', 'depicting', 'state', 'nation', 'today', '.', 'lowest', 'strata', 'society']",found an excellent piece of cartoon clearly depicting the state of the nation today the lowest strata of our society has
51,2020-05-20,11:10:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],"['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']","['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']",bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhis secre
52,2020-05-20,11:10:00,['#bjp'],['@saksham23956924:'],"['wtf', 'governance', 'taking', 'place', 'somebody', 'trying', 'help', 'others', 'allowed', '.', 'time', 'bjp']","['wtf', 'governance', 'taking', 'place', 'somebody', 'trying', 'help', 'others', 'allowed', '.', 'time', 'bjp']",wtf governance is taking place if somebody is trying to help others why are they not being allowed this time bjp has
53,2020-05-20,11:07:00,[],['@ripunbora:'],"['madam', 'fm', '!', 'today', 'morning', 'accused', 'cong', 'ruled', 'states', 'failed', 'arrange', 'train', 'migrant', 'workers', 'perhaps']","['madam', 'fm', '!', 'today', 'morning', 'accused', 'cong', 'ruled', 'states', 'failed', 'arrange', 'train', 'migrant', 'workers', 'perhaps']",madam fm today morning you accused cong ruled states that they failed to arrange train for the migrant workers perhaps you
54,2020-05-20,11:07:00,"['#bjp', '#seedhibaatpackagebakwas']",['@incassam:'],"['congress', 'thinks', 'next', 'generations', '.', 'bjp', 'thinks', 'next', 'elections', '.', 'seedhibaatpackagebakwas']","['congress', 'thinks', 'next', 'generations', '.', 'bjp', 'thinks', 'next', 'elections', '.', 'seedhibaatpackagebakwas']",congress thinks for next generations bjp thinks for next elections seedhibaatpackagebakwas
55,2020-05-20,11:07:00,"['#up', '#lucknow']","['@ripunbora:', '@priyankagandhi']","['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']","['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']",what is the use of asking  by up cm to line up  empty buses at lucknow when migrants workers are strand
56,2020-05-20,11:06:00,"['#bjp', '#bjp']",[],"['jothimani', 'speech', 'bjp', 'candidates', 'karu', 'nagarajan..', 'bjp', 'candidates', 'speech', 'always', 'like', 'third', 'rated', 'men..', 'https//t.co/xte4k3fuox']","['jothimani', 'speech', 'bjp', 'candidates', 'karu', 'nagarajan..', 'bjp', 'candidates', 'speech', 'always', 'like', 'third', 'rated', 'men..', 'https//t.co/xte4k3fuox']",jothimani speech against bjp candidates karu nagarajan bjp candidates speech is always like a third rated men httpstcoxtekfuox
57,2020-05-20,11:06:00,['#bjp'],"['@sayanisengupt15:', '@bjp4bengal']","['bjp', 'always', '...', '..']","['bjp', 'always', '...', '..']",this is what bjp always do
58,2020-05-20,11:05:00,"['#up', '#lucknow']","['@ripunbora:', '@priyankagandhi']","['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']","['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']",what is the use of asking  by up cm to line up  empty buses at lucknow when migrants workers are strand
59,2020-05-20,11:03:00,['#bjp'],['@frankhuzur:'],"['bjp', 'uttar', 'pradesh', 'trying', 'every', 'trick', 'bag', 'revive', 'lost', 'fortune', 'congress', 'party', '.', 'expense']","['bjp', 'uttar', 'pradesh', 'trying', 'every', 'trick', 'bag', 'revive', 'lost', 'fortune', 'congress', 'party', '.', 'expense']",bjp in uttar pradesh is trying every trick in its bag to revive the lost fortune of the congress party at the expense of
60,2020-05-20,11:03:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']",bjp has already taken bold step to welfare ews students by giving ews reservation now the time has come to provide s
61,2020-05-20,11:02:00,"['#corona', '#bjp', '#modi\\n\\n#bjp', '#drambazzi', '#poor']",[],"['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'c']","['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'c']",atleast corona ji time was a good test  bjp modi  bjp drambazzi   if he would cant fed his own poor poor c
62,2020-05-20,11:02:00,"['#bjp', '#garibvirodhi', '#bjpagainstmaharashtra', '#bjpfailsindia', '#bjpwithterrorists', ""#bjpthereal\\xe2\\x80\\xa6'""]","['@srinaga007:', '@aamaadmiparty']","['bjp', 'garibvirodhi', '?', '?', 'bjpagainstmaharashtra', 'bjpfailsindia', 'bjpwithterrorists', 'bjpthereal']","['bjp', 'garibvirodhi', '?', '?', 'bjpagainstmaharashtra', 'bjpfailsindia', 'bjpwithterrorists', 'bjpthereal']",is bjp only garibvirodhi  not these bjpagainstmaharashtra bjpfailsindia bjpwithterrorists bjpthereal
63,2020-05-20,11:01:00,"['#bjp', '#kerala', '#covid', '#maharashtra']",[],"['bjp', 'cites', 'kerala', 'covid', 'performance', 'slams', 'maharashtra', 'failure', 'https//t.co/kx7cd3qfkw']","['bjp', 'cites', 'kerala', 'covid', 'performance', 'slams', 'maharashtra', 'failure', 'https//t.co/kx7cd3qfkw']",bjp cites kerala s covid performance slams maharashtra for failure httpstcokxcdqfkw
64,2020-05-20,11:00:00,"['#muslim', '#tandur', '#telangana', '#pala_srinivas.\\n\\nthe']",['@advarafath:'],"['wednesday', 'minor', 'muslim', 'girl', 'raped', 'tandur', 'district', 'telangana', 'pala_srinivas', '.', 'girl', 'alone']","['wednesday', 'minor', 'muslim', 'girl', 'raped', 'tandur', 'district', 'telangana', 'pala_srinivas', '.', 'girl', 'alone']",on wednesday a minor muslim girl was raped in tandur district of telangana by pala srinivas  the girl was alone in the
65,2020-05-20,10:59:00,['#india.'],['@john_pollock22:'],"['since', 'coming', 'power', '2014', 'surge', 'violence', 'minorities', 'india', '.', '2017']","['since', 'coming', 'power', '2014', 'surge', 'violence', 'minorities', 'india', '.', '2017']",since coming to power in  there has been a surge in the violence against the minorities in india in  under
66,2020-05-20,10:58:00,"['#bangladesh', '#afghanistan', '#hindus\\n#pakistani', '#bjp']",[],"['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept']","['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept']",watch out  bangladesh hindus afghanistan hindus pakistani hindus bjp cant feed his own people so dont accept
67,2020-05-20,10:58:00,"['#pmmodi', '#ayushmanbharat', '#ayushmanbharatyojana', '#primeminister\\xe2\\x80\\xa6']",[],"['pmmodi', 'congratulated', 'beneficiaries', 'ayushmanbharat', 'scheme', 'ayushmanbharatyojana', 'primeminister']","['pmmodi', 'congratulated', 'beneficiaries', 'ayushmanbharat', 'scheme', 'ayushmanbharatyojana', 'primeminister']",pmmodi congratulated the beneficiaries of ayushmanbharat scheme  ayushmanbharatyojana primeminister
